id,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,hasFirePlace,hasBalcony,hasSolarPanels,hasAirCondition,hasView,hasSecuritySystem,price
1108,55901,78,0,0,26,6,8,2015,0,0,3249,5281,129,1,4,3645,4919,4010,3473,6226,9629,5594909.5
1109,15728,37,1,0,35,8,8,2017,0,0,4325,2048,264,1,10,6653,8583,7159,5181,7172,2439,1577515.7
1110,19728,2,0,1,64,4,5,2018,1,0,3576,8650,149,0,3,8934,8758,4115,5205,4309,974,1977828.8
1111,88065,58,0,1,19,10,3,2003,1,0,2998,7495,122,1,5,5612,5201,874,7636,8127,8177,8808060.3
1112,96142,78,0,1,7,1,7,2000,1,1,1634,887,385,1,8,729,6427,1630,7714,2765,1871,9622454
1113,1386,42,0,1,45,4,10,2000,1,1,780,6772,439,0,2,7585,8803,1985,783,2326,8678,143843.2
1114,66050,35,1,0,81,3,5,2018,1,1,8400,903,943,1,9,8886,5487,4537,9385,5281,7735,6616556.8
1115,26883,35,1,0,16,3,4,1994,0,0,8685,8439,560,1,1,1556,3190,5245,4136,2048,4035,2694154.4
1116,59928,85,0,0,59,2,1,1994,1,1,9789,973,905,0,1,3035,4510,6392,4976,8650,5573,5995097.4
1117,40310,26,1,1,79,6,8,2006,1,1,4977,75,681,1,4,3129,5926,4694,8129,7495,6168,4041851.6
1118,81021,22,0,1,35,8,8,1995,1,1,7175,2599,302,0,0,9349,2654,4319,9786,887,5435,8107700.5
1119,66670,24,0,1,35,3,7,2004,0,0,1291,7410,135,1,7,1540,3800,4091,3534,6772,2607,6669170.4
1120,91440,58,0,0,18,10,9,1994,0,0,7175,949,106,1,1,7559,7836,9141,89,903,4737,9150599.4
1121,13612,18,1,0,49,2,9,2009,0,1,2834,8988,982,0,9,6114,868,3697,5632,8439,9274,1367128.9
1122,42826,39,1,0,49,6,3,2019,1,0,3510,973,869,1,8,1427,9037,9489,9584,973,1653,4290813.9
1123,82310,35,1,0,17,2,5,2005,0,0,292,694,477,0,5,1773,1236,3415,6935,75,9719,8240688.5
1124,40619,80,0,1,99,8,5,1993,1,1,9149,7235,404,0,6,8957,8673,8651,7722,2599,3481,4066846.3
1125,51391,63,1,0,25,8,1,2008,0,1,705,8229,793,1,7,3534,4118,7475,9584,7410,8794,5145855.8
1126,29789,88,0,0,18,3,10,2014,0,0,9789,8367,128,1,6,7247,8026,2509,2776,949,1176,2984021.4
1127,46790,58,0,1,62,7,7,2013,0,0,5126,7414,163,1,8,6678,5262,101,4279,8988,6930,4681489.3
1128,12010,44,1,0,55,10,5,1996,1,1,9968,7805,968,1,7,927,2341,9629,8094,973,4133,1205863.6
1129,75066,86,1,0,70,5,3,2004,1,1,5684,7451,458,0,9,4510,5883,2439,847,694,5844,7516112.4
1130,15426,41,1,0,5,7,5,2000,1,1,8569,3409,964,0,0,6792,5484,974,4366,7235,8039,1549952.1
1131,86682,12,1,0,79,6,4,1996,0,0,5046,1354,139,0,6,6546,8771,8177,7307,8229,9057,8674009.6
1132,63631,60,0,1,98,4,7,2000,0,0,960,1952,411,0,4,561,320,1871,981,8367,1219,6369055
1133,14945,38,1,1,18,9,9,2015,0,1,4166,1543,454,1,4,274,978,8678,3254,7414,7743,1501436.5
1134,74927,47,0,0,6,8,8,2013,1,0,7492,3335,310,0,7,6754,111,7735,748,7805,9879,7494035.3
1135,825,45,1,0,25,6,7,2008,1,1,872,792,836,1,8,7631,1288,4035,1285,7451,5026,87430.8
1136,16416,41,0,0,75,4,5,2000,1,0,6257,3288,597,1,4,3381,3510,5573,64,3409,6226,1650531.2
1137,81063,85,0,0,82,9,10,2008,1,0,4245,5513,926,0,4,4113,2998,6168,8000,1354,7172,8113870.8
1138,89775,86,0,1,26,5,2,1997,1,0,5282,9937,473,0,7,1736,7306,5435,4261,1952,4309,8983705.7
1139,85558,99,0,0,20,7,8,1997,0,0,2328,655,623,1,8,3645,5359,2607,8341,1543,8127,8568781.7
1140,98651,51,0,1,18,5,7,2004,0,0,4179,1377,136,1,7,9455,5662,4737,9535,3335,2765,9870164.4
1141,60250,50,1,0,12,1,3,2019,1,1,822,9343,152,1,9,6754,431,9274,7739,792,2326,6031090.9
1142,70874,52,1,0,52,9,5,2020,0,0,793,5226,420,0,2,2785,5319,1653,3754,3288,5281,7097321.1
1143,23061,85,0,1,50,5,3,2019,1,0,8181,555,944,0,2,4166,8257,9719,924,5513,2048,2312106.9
1144,50793,41,1,0,45,4,4,2015,1,0,3733,3842,664,0,9,5586,2675,3481,245,9937,8650,5082950.5
1145,28247,91,0,0,16,8,5,2006,0,0,7249,889,699,0,10,7433,5258,8794,7483,655,7495,2837586.6
1146,70277,12,0,1,35,7,4,2005,0,0,7773,6296,271,0,8,4010,8282,1176,9186,1377,887,7035681.5
1147,24004,61,1,1,6,7,2,2003,0,1,6434,3328,831,1,3,7159,5258,6930,6050,9343,6772,2414637.3
1148,71676,11,1,1,37,1,2,2009,0,1,9187,4396,341,0,6,4115,9247,4133,7253,5226,903,7178514.9
1149,79770,6,1,1,37,9,1,2018,0,0,7769,4222,240,1,5,874,5369,5844,10000,555,8439,7986665.8
1150,12011,89,0,1,50,5,9,2018,1,0,7145,769,905,0,10,1630,4228,8039,477,3842,973,1208645.8
1151,8969,45,1,1,73,1,4,2014,0,0,5865,1138,360,0,7,1985,7666,9057,4831,889,75,905963.4
1152,19796,6,1,0,30,2,10,2005,1,1,545,9677,135,1,4,4537,7153,1219,1335,6296,2599,1984461.5
1153,26268,21,0,0,91,10,7,2000,0,1,773,6368,108,0,6,5245,6133,7743,243,3328,7410,2631701.2
1154,39664,21,0,0,17,6,4,1997,0,1,1277,5209,496,1,10,6392,1745,9879,4778,4396,949,3973483.7
1155,40337,26,0,1,61,7,9,2003,0,1,8765,4036,418,1,8,4279,8887,5026,8233,4222,8988,4038079.3
1156,90087,28,1,1,90,7,3,1995,1,1,4581,3294,859,1,7,8094,9526,6226,5469,769,973,9015048.5
1157,43882,85,0,0,70,8,2,1996,0,0,927,8349,712,0,2,847,949,7172,4148,1138,694,4393079.6
1158,12555,6,1,1,23,7,5,1993,1,1,2677,2685,110,1,9,4366,238,4309,3625,9677,7235,1265496.3
1159,31421,36,0,0,50,3,8,2005,0,1,6249,8013,326,1,3,7307,9988,8127,3254,6368,8229,3148839.5
1160,5139,26,1,0,47,8,7,1998,0,1,9379,4341,627,0,1,981,4551,2765,3926,5209,8367,525841.8
1161,14345,42,1,1,50,4,9,1997,0,1,3468,1553,501,0,4,3254,3191,2326,2235,4036,7414,1445853.7
1162,889,85,1,1,35,1,8,1999,0,1,2528,121,985,0,4,748,9812,5281,559,3294,7805,92858.9
1163,9223,84,0,0,37,4,1,2006,0,1,5359,2485,575,0,8,1285,4118,2048,4516,8349,7451,927886.6
1164,58626,35,1,1,38,6,2,1993,0,0,7249,7129,255,0,0,64,8164,8650,4245,2685,3409,5866206.3
1165,16478,8,0,1,49,6,5,2009,0,0,792,3869,187,0,9,8000,8755,7495,4968,8013,1354,1651205.9
1166,89144,92,0,1,91,2,1,2000,1,1,1057,1579,404,1,6,4261,1629,887,4919,4341,1952,8920858.2
1167,4780,45,0,1,37,9,10,2003,1,1,4282,8087,879,0,8,8341,6293,6772,8583,4694,1543,485037.3
1168,84688,35,0,0,12,6,8,2017,0,1,5144,7961,426,0,4,9535,6148,903,8758,4319,3335,8472631.7
1169,4771,17,0,1,26,10,6,2008,1,1,5361,9193,745,1,6,7739,8361,8439,5201,4091,792,485217.8
1170,4169,89,0,0,33,7,3,2000,0,1,1559,8896,106,0,4,3754,3658,973,6427,9141,3288,419550
1171,98969,16,0,0,38,4,1,2003,0,0,8609,9095,704,1,0,924,9018,75,8803,3697,5513,9902968.3
1172,29570,52,1,0,42,5,5,2000,1,0,6113,1626,910,1,4,245,9802,2599,5487,9489,9937,2959463.2
1173,22702,25,0,0,12,10,2,1995,1,0,1637,8824,905,1,7,7483,5662,7410,3190,3415,655,2271827.5
1174,93564,61,1,0,26,3,8,2019,0,1,4859,1906,121,0,4,9186,1150,949,4510,8651,1377,9370487.9
1175,69804,86,0,1,8,5,6,2007,0,0,5738,1514,658,0,4,6050,8290,8988,5926,7475,9343,6984611.7
1176,66070,98,1,1,32,4,10,1997,1,0,981,8751,674,0,7,7253,1400,973,2654,2509,5226,6616285.7
1177,61310,20,0,0,66,1,6,2006,0,0,5696,8759,602,1,9,10000,9174,694,3800,101,555,6132679.6
1178,23854,8,0,0,73,10,7,2000,0,0,3149,1859,289,0,0,477,9487,7235,7836,9629,3842,2390553.2
1179,54111,2,1,1,36,8,9,2016,1,1,6306,7527,133,0,4,4831,1114,8229,868,2439,889,5418802.6
1180,56480,75,0,0,78,3,3,2016,1,1,2477,4275,904,0,5,1335,705,8367,9037,974,6296,5653048.6
1181,38688,76,1,0,70,10,6,2000,1,0,6284,187,445,1,5,243,9177,7414,1236,8177,3328,3877141.2
1182,92329,47,1,0,99,3,5,2004,0,0,3530,3534,907,0,0,4778,381,7805,8673,1871,4396,9242250.4
1183,90700,52,1,1,46,8,6,2006,1,1,7653,7271,396,1,1,8233,5688,7451,4118,8678,4222,9080106.6
1184,22323,46,0,1,33,6,5,1996,1,0,438,3173,871,0,6,5469,5738,3409,8026,7735,769,2240559.6
1185,36095,28,0,1,46,5,9,1995,0,1,2453,1248,568,0,2,4148,3484,1354,5262,4035,1138,3617203.5
1186,16933,11,1,1,24,4,5,2000,1,0,9659,5829,775,1,9,3625,7836,1952,2341,5573,9677,1697974
1187,68783,17,1,0,20,5,10,1994,1,1,3815,2439,218,0,2,3254,5131,1543,5883,6168,6368,6885739.4
1188,73072,40,1,1,49,10,3,2014,0,0,632,3306,272,0,2,3926,8808,3335,5484,5435,5209,7312103.4
1189,43252,6,0,0,81,10,9,2010,0,0,1113,331,691,0,1,2235,3415,792,8771,2607,4036,4326741
1190,75402,55,0,0,80,8,5,2003,0,1,3473,7959,747,1,5,559,2286,3288,320,4737,3294,7545050.3
1191,98846,46,0,1,64,10,7,2013,0,0,1337,2685,453,1,10,4516,2582,5513,978,9274,8349,9892058.3
1192,56381,38,0,0,55,5,1,2009,0,1,9148,7106,596,1,4,4245,5786,9937,111,1653,2685,5646091.9
1193,43547,34,1,0,85,8,6,2016,1,1,5580,1326,318,0,5,4968,2528,655,1288,9719,8013,4358059.6
1194,82140,65,1,0,82,1,5,2003,0,1,8091,3026,235,0,2,4919,4229,1377,3510,3481,4341,8215500.3
1195,35821,64,0,1,26,4,4,2013,1,1,6946,8568,946,1,3,8583,6361,9343,2998,8794,2569,3589966.3
1196,7773,12,0,1,4,7,4,2007,0,1,6935,7601,123,0,6,8758,3534,5226,7306,1176,8543,792566.7
1197,90164,30,0,0,58,4,6,2016,1,1,671,1101,631,1,10,5201,9164,555,5359,6930,705,9022533.6
1198,49835,37,0,1,38,5,4,2004,1,0,711,4046,186,1,10,6427,6203,3842,5662,4133,4917,4986495.4
1199,22663,26,0,0,47,1,4,2000,1,0,5339,4187,654,1,3,8803,2193,889,431,5844,8787,2271139.1
1200,81653,85,1,0,73,9,5,2007,0,1,469,3442,579,0,3,5487,2975,6296,5319,8039,4510,8173862.7
1201,5086,51,0,0,33,10,6,2003,0,1,679,7922,137,0,10,3190,8510,3328,8257,9057,6475,516329.3
1202,98785,78,1,0,88,5,5,2000,1,0,8019,7751,662,0,5,4510,7274,4396,2675,1219,9373,9883851
1203,82900,1,1,0,29,9,5,2013,0,1,2648,7273,600,0,7,5926,6427,4222,5258,7743,6343,8295028.3
1204,72990,22,1,0,5,3,2,2016,0,0,8108,9376,709,0,0,2654,991,769,8282,9879,1204,7301689.6
1205,88408,80,1,0,84,4,4,2004,0,0,1284,6325,953,0,6,3800,4173,1138,5258,5026,9168,8842527.4
1206,59501,15,0,0,42,4,5,2011,0,0,8181,5162,454,0,6,7836,6578,9677,9247,6226,4784,5956711.1
1207,91395,11,0,0,80,8,8,2008,0,0,1618,6908,216,0,8,868,3836,6368,5369,7172,1421,9141900.8
1208,60261,63,1,0,45,9,7,2006,0,0,755,5317,874,0,1,9037,1256,5209,4228,4309,7718,6032370.6
1209,22451,98,0,1,98,9,3,2000,1,0,793,968,697,1,5,1236,7406,4036,7666,8127,6379,2250405
1210,58528,1,0,1,98,1,10,2000,0,1,4010,4933,448,0,0,8673,8797,3294,7153,2765,783,5855444
1211,18109,69,0,1,41,4,4,2000,1,0,7227,7398,446,1,3,4118,5944,8349,6133,2326,2728,1820065
1212,34038,18,1,0,62,5,5,2015,0,0,9253,422,242,0,2,8026,7812,2685,1745,5281,7779,3415459.5
1213,89618,69,0,1,54,6,9,2006,1,1,5153,4500,377,1,0,5262,7047,8013,8887,2048,5245,8969519.6
1214,39130,85,0,0,5,7,5,2000,1,1,6698,9759,934,1,4,2341,9177,4341,9526,8650,274,3914756
1215,45506,52,1,0,69,8,2,2016,0,1,8759,6806,105,0,9,5883,4534,4694,949,7495,7998,4556396.6
1216,81582,24,0,0,56,9,5,2009,1,1,1233,9237,458,1,2,5484,6116,4319,238,887,7886,8166678.9
1217,18037,5,0,0,49,4,1,2009,0,0,5647,6696,336,0,1,8771,8778,4091,9988,6772,8050,1805824.9
1218,87585,35,0,0,70,7,5,2017,0,0,9037,2702,125,0,8,320,1841,9141,4551,903,782,8764820.7
1219,958,58,1,0,36,6,7,2016,1,0,8759,9199,982,1,8,978,1421,3697,3191,8439,7700,99445.6
1220,69261,24,1,1,51,10,9,2008,1,0,1359,7773,525,1,9,111,2188,9489,9812,973,959,6935036.8
1221,54872,74,0,0,75,8,4,2015,1,1,9184,7781,302,1,6,1288,5472,3415,4118,75,8231,5491066.5
1222,68744,87,0,1,13,5,6,2013,1,1,7979,8839,146,1,9,3510,8771,8651,8164,2599,8655,6883722.3
1223,25018,50,0,1,40,7,10,2007,0,1,6437,8664,875,1,1,2998,6686,7475,8755,7410,7387,2511418.7
1224,812,31,0,0,75,4,6,2000,0,1,4773,7677,787,1,6,7306,8985,2509,1629,949,1197,81775.1
1225,45464,98,0,0,64,7,7,1996,0,0,5056,6507,203,0,2,5359,3583,101,6293,8988,8594,4549774.1
1226,95180,1,1,0,2,8,1,2009,1,0,493,959,377,0,6,5662,4968,9629,6148,973,4784,9529323.9
1227,86482,4,0,1,83,4,1,1994,0,0,7661,1684,549,0,8,431,5573,2439,8361,694,9845,8659872.4
1228,32561,12,1,0,69,3,8,2016,0,0,7386,4409,209,1,8,5319,3249,974,3658,7235,2426,3259171.6
1229,196,11,0,1,49,3,10,2014,1,1,2357,9900,343,1,10,8257,4325,8177,9018,8229,7728,23818.4
1230,59159,57,1,1,43,2,2,2017,0,0,4251,6315,974,1,6,2675,3576,1871,9802,8367,5358,5921171.7
1231,99362,98,0,0,31,7,8,1998,0,0,5178,3283,215,0,7,5258,2998,8678,5662,7414,7753,9945650.8
1232,61661,6,1,0,18,2,2,2004,0,0,4010,3454,269,0,3,8282,1634,7735,1150,7805,3336,6168562.4
1233,60774,39,0,0,53,10,5,2017,0,0,8569,5790,553,1,9,5258,780,4035,8290,7451,2351,6079496.7
1234,965,26,0,0,57,2,8,2019,1,0,7255,5226,126,1,7,9247,8400,5573,1400,3409,6411,107936.9
1235,51182,99,1,1,40,10,1,1996,0,0,9284,1335,864,0,0,5369,8685,6168,9174,1354,7430,5123101.6
1236,46903,38,0,0,58,1,4,2018,0,0,7739,1982,701,0,5,4228,9789,5435,9487,1952,3855,4693749.8
1237,21796,22,1,1,75,1,2,1999,1,0,8500,3173,216,0,6,7666,4977,2607,1114,1543,7381,2184961.9
1238,65427,86,0,0,100,3,9,2013,1,1,5497,2541,604,0,6,7153,7175,4737,705,3335,4952,6544509.3
1239,88086,94,1,0,49,3,4,2007,1,0,648,7083,470,1,7,6133,1291,9274,9177,792,755,8817211.7
1240,96930,80,0,0,78,10,3,1994,0,0,3034,1272,260,0,4,1745,7175,1653,381,3288,2470,9701569.4
1241,465,51,0,1,56,3,10,1999,0,1,4237,5389,587,1,4,8887,2834,9719,5688,5513,8192,52762.9
1242,96720,35,1,0,62,1,1,1994,0,1,1335,3504,146,1,7,9526,3510,3481,5738,9937,6428,9680680.4
1243,19069,38,0,0,55,10,8,1997,0,0,4534,5632,366,0,3,949,292,8794,3484,655,7188,1910241.7
1244,31598,56,0,1,41,5,6,1999,0,0,878,8544,626,0,8,238,9149,1176,7836,1377,1911,3165856.9
1245,74175,68,0,1,69,7,4,1993,0,1,6717,4778,418,0,7,9988,705,6930,5131,9343,6327,7421888.3
1246,812,27,1,0,78,4,8,2000,0,0,3038,5746,214,0,2,4551,9789,4133,8808,5226,5990,81775.1
1247,429,87,1,1,15,4,5,1996,0,1,1204,9291,704,0,0,3191,5126,5844,3415,555,3636,49802.6
1248,22875,44,0,0,51,10,7,1994,1,1,469,4043,862,0,2,9812,9968,8039,2286,3842,8057,2295511.4
1249,44247,62,0,0,78,3,2,2000,1,0,6885,7844,739,0,5,4118,5684,9057,2582,889,5166,4426084.2
1250,86916,58,0,0,58,4,1,2003,1,0,7431,7716,757,1,9,8164,8569,1219,5786,6296,7276,8696869.3
1251,36256,78,1,1,98,8,1,2003,0,0,2708,5928,136,1,8,8755,5046,7743,2528,3328,3233,3633301.3
1252,1726,5,1,0,7,8,5,2009,0,0,4116,4905,653,1,5,1629,960,9879,4229,4396,991,176425.9
1253,4161,18,1,1,95,10,9,2000,1,0,4173,3431,846,0,7,6293,4166,5026,6361,4222,9284,423978
1254,9145,25,0,1,33,7,3,2009,1,1,1437,7245,976,0,4,6148,7492,6226,3534,769,7089,919003.9
1255,60842,28,1,0,8,1,9,2018,0,0,2593,4387,423,0,2,8361,872,7172,9164,1138,7245,6087203.8
1256,73950,26,0,0,64,4,7,2013,0,0,6469,4667,813,1,10,3658,6257,4309,6203,9677,6989,7396821.3
1257,49694,74,1,1,47,3,5,2020,1,0,8174,2658,681,0,5,9018,4245,8127,2193,6368,1256,4973672.1
1258,49942,6,0,1,98,6,5,2008,0,0,1883,5027,401,1,4,9802,5282,2765,2975,5209,8509,5003821.8
1259,43026,41,0,1,42,4,9,2000,1,0,1434,3205,779,0,4,5662,2328,2326,8510,4036,9794,4305570.2
1260,37171,35,0,0,64,3,2,2004,0,1,4851,8473,317,0,2,1150,4179,5281,7274,3294,7799,3723277.4
1261,58576,46,1,1,45,6,6,2018,1,0,7612,6411,437,0,4,8290,822,2048,6427,8349,8433,5866480.8
1262,3864,86,0,0,16,8,9,1995,1,0,1684,7169,376,1,8,1400,793,8650,991,2685,1192,394535.5
1263,62064,35,0,1,21,3,3,2003,0,1,5155,742,197,0,6,9174,8181,7495,4173,8013,5422,6210682.3
1264,38551,7,1,0,74,2,2,2000,0,1,3415,7554,919,0,10,9487,3733,887,6578,4341,6791,3867229.2
1265,60249,38,1,1,50,7,7,2004,1,0,7729,9952,380,0,7,1114,7249,6772,3836,4694,4976,6034593.4
1266,65151,84,1,0,41,8,1,1992,0,0,231,166,122,1,9,705,7773,903,1256,4319,8172,6522781.1
1267,8941,96,0,0,96,2,4,2000,1,1,4787,959,914,0,2,9177,6434,8439,7406,4091,3924,902785.2
1268,39166,68,1,0,78,6,8,2008,1,0,1781,8925,414,1,7,381,9187,973,8797,9141,1736,3924397.8
1269,85391,8,0,0,10,6,1,2007,1,0,6492,4289,341,1,4,5688,7769,75,5944,3697,7715,8547440.7
1270,82808,57,0,1,18,5,9,2009,0,1,359,9229,648,1,5,5738,7145,2599,7812,9489,8436,828761.9
1271,67735,86,1,0,48,1,10,2021,0,1,8279,7475,735,1,6,3484,5865,7410,7047,3415,8529,6777979
1272,4803,47,1,0,79,8,7,2006,1,0,2161,796,751,0,5,7836,545,949,9177,8651,4652,485590.6
1273,30373,42,1,0,44,2,3,2011,0,0,8742,4728,125,0,7,5131,773,8988,4534,7475,6018,3044199.1
1274,28354,58,1,0,7,5,6,2000,0,0,8429,6500,652,1,5,8808,1277,973,6116,2509,8266,2842100
1275,85456,98,0,0,77,1,4,2008,1,0,9247,8053,141,0,6,3415,8765,694,8778,101,5131,8549600.8
1276,38079,80,0,1,82,7,8,2019,1,0,8693,8127,819,0,8,2286,4581,7235,1841,9629,64,3818327.9
1277,62302,58,1,1,79,9,5,2010,0,0,7161,4679,198,0,1,2582,927,8229,1421,2439,1721,6239702
1278,15728,16,0,1,34,1,8,2017,0,1,1592,8309,424,0,4,5786,2677,8367,2188,974,5284,1577515.7
1279,33976,49,1,0,37,2,5,1994,0,0,3750,4926,997,0,2,2528,6249,7414,5472,8177,874,3402494.4
1280,460,79,0,0,84,4,4,2016,1,1,7115,9257,826,1,5,4229,9379,7805,8771,1871,6478,47967.6
1281,36565,22,0,1,81,2,5,2007,0,0,8252,4783,777,0,3,6361,3468,7451,6686,8678,1437,3658403.7
1282,31258,22,0,0,8,7,5,2020,1,0,1098,5389,264,0,2,3534,2528,3409,8985,7735,816,3127112.1
1283,18243,37,1,0,7,7,5,2019,0,1,4173,5026,976,1,8,9164,5359,1354,3583,4035,9733,182644.9
1284,9367,59,1,1,58,5,5,2000,0,0,3177,6702,627,0,1,6203,7249,1952,4968,5573,6433,941614.2
1285,55434,61,0,1,29,10,5,2015,0,0,9555,5434,453,1,2,2193,792,1543,5573,6168,2680,5547739.5
1286,60162,69,1,0,6,9,9,2014,0,0,3351,9708,611,0,7,2975,1057,3335,3249,5435,7181,6020751.4
1287,20375,4,0,0,86,5,9,2017,1,0,2426,3537,607,1,4,8510,4282,792,4325,2607,1285,2042174.7
1288,3802,80,1,0,78,1,9,2000,1,0,9528,9128,377,0,9,7274,5144,3288,3576,4737,9799,385045
1289,41371,32,1,0,35,6,3,2013,0,1,7835,8332,458,1,6,6427,5361,5513,2998,9274,469,4139663.3
1290,46735,58,1,0,10,10,5,2014,1,1,8794,3679,167,1,9,991,1559,9937,1634,1653,8251,4682390.4
1291,42360,4,0,0,69,2,7,2000,1,1,3106,4953,510,1,3,4173,8609,655,780,9719,3827,4239495.2
1292,15734,35,1,1,26,8,3,2003,1,1,6429,9668,273,1,7,6578,6113,1377,8400,3481,9199,1579608.3
1293,16809,24,0,0,35,1,8,2018,0,0,9685,3782,829,0,0,3836,1637,9343,8685,8794,4334,1685229.8
1294,3814,8,1,0,74,2,6,2007,0,1,4221,7909,144,0,10,1256,4859,5226,9789,1176,3249,386744.7
1295,99811,69,1,1,76,6,2,2005,1,1,7386,6386,814,1,2,7406,5738,555,4977,6930,6158,9988416.5
1296,4258,76,0,1,62,6,10,2003,0,0,6367,6306,655,0,5,8797,981,3842,7175,4133,7728,430099.3
1297,45179,17,0,0,37,8,8,2015,1,0,6509,2352,558,1,6,5944,5696,889,1291,5844,464,4519301.5
1298,35948,22,1,0,35,4,8,2008,0,0,6782,8728,994,0,4,7812,3149,6296,7175,8039,872,3596039.8
1299,17847,21,0,0,83,8,5,2006,0,1,2285,7846,921,1,1,7047,6306,3328,2834,9057,478,1791186.6
1300,29755,86,1,1,84,8,5,2013,0,0,6779,9662,202,1,4,9177,2477,4396,3510,1219,88,2981844.3
1301,13389,1,1,0,83,4,9,2015,1,1,4011,4291,140,1,4,4534,6284,4222,292,7743,6293,1349726.5
1302,24136,36,0,0,50,8,2,2014,0,0,533,5627,111,0,8,6116,3530,769,9149,9879,3734,2415551.4
1303,66279,49,1,0,26,3,2,2003,0,0,8171,8173,125,0,3,8778,7653,1138,705,5026,6782,6631365.3
1304,70942,24,1,0,26,9,9,2019,0,1,3854,973,356,0,4,1841,438,9677,9789,6226,8935,7102693.9
1305,58836,52,1,0,6,5,10,2017,1,0,3797,8807,109,0,3,1421,2453,6368,5126,7172,8333,5888214.7
1306,9380,35,1,0,43,7,4,2013,0,0,6051,3509,842,0,5,2188,9659,5209,9968,4309,8363,945451.3
1307,79499,84,1,0,62,5,5,2013,0,1,4779,2018,198,0,3,5472,3815,4036,5684,8127,8566,7955951.3
1308,63017,49,1,0,17,2,10,1999,0,0,8829,2675,404,0,2,8771,632,3294,8569,2765,1313,6307594.9
1309,34800,34,0,1,50,7,9,2003,1,1,9381,4024,324,0,8,6686,1113,8349,5046,2326,469,3489284.3
1310,1344,68,0,0,50,4,5,2000,1,1,4968,7396,884,0,8,8985,3473,2685,960,5281,7919,140104
1311,72959,42,1,0,50,10,3,2018,0,1,8036,4979,319,0,7,3583,1337,8013,4166,2048,7713,7297849.8
1312,69246,26,1,0,24,8,1,1995,1,1,9284,3077,274,1,3,4968,9148,4341,7492,8650,7248,6927717.5
1313,96562,51,1,0,37,1,3,2009,1,1,1359,2442,255,0,8,5573,5580,4694,872,7495,3416,9662306.9
1314,89008,55,1,0,43,9,5,2015,1,0,5345,5317,777,0,1,3249,8091,4319,6257,887,2025,8911947.5
1315,24677,63,0,0,85,10,5,1998,0,0,8171,7965,274,1,10,4325,6946,4091,4245,6772,123,2469125.8
1316,8537,59,0,1,69,4,3,1998,1,1,2299,1856,544,0,7,3576,6935,9141,5282,903,8290,859540.8
1317,22541,41,1,1,12,7,4,2000,1,1,7437,7497,379,0,5,2998,671,3697,2328,8439,4303,2264203.1
1318,74054,99,0,0,26,9,9,2019,1,0,8957,937,424,0,10,1634,711,9489,4179,973,2566,7406911.9
1319,4489,5,0,1,5,7,8,1996,1,0,4361,4305,696,1,0,780,5339,3415,822,75,7739,453812.6
1320,91418,80,1,1,13,8,2,2003,0,0,4774,4753,612,1,5,8400,469,8651,793,2599,5557,9154474.3
1321,56694,78,1,0,99,5,9,2000,0,1,8829,7137,811,0,6,8685,679,7475,8181,7410,979,5673842
1322,66579,94,0,0,56,8,1,1996,1,1,2471,2690,450,1,8,9789,8019,2509,3733,949,9796,6664850.1
1323,3261,4,0,0,57,5,4,2013,0,0,2708,4578,202,1,9,4977,2648,101,7249,8988,3492,333334.3
1324,88822,15,0,0,30,1,9,2008,0,0,2648,5433,498,1,9,7175,8108,9629,7773,973,7149,8885730.8
1325,16055,38,1,1,54,8,3,2007,0,1,535,4926,180,1,0,1291,1284,2439,6434,694,5833,1608022.7
1326,13591,6,0,1,20,5,9,2000,0,1,8747,5840,675,0,8,7175,8181,974,9187,7235,6347,1367021
1327,73406,58,0,1,54,9,5,2007,1,1,1459,4258,274,0,0,2834,1618,8177,7769,8229,689,7351183.7
1328,59889,52,1,1,60,9,5,2016,0,0,5784,4645,779,1,0,3510,755,1871,7145,8367,478,5997892.6
1329,29619,76,1,0,26,2,2,2005,1,1,9506,414,497,1,5,292,793,8678,5865,7414,4254,2961309.5
1330,4882,22,0,0,56,7,5,2017,0,1,7003,5209,627,0,4,9149,4010,7735,545,7805,7113,491123.7
1331,35216,74,0,0,62,2,3,2013,1,0,5115,433,146,1,3,705,7227,4035,773,7451,3884,3528669.3
1332,60511,60,0,1,24,2,4,1996,1,1,7635,7759,396,0,5,9789,9253,5573,1277,3409,1335,6056788.6
1333,90633,56,1,0,41,7,4,2006,0,1,4254,6597,212,0,7,5126,5153,6168,8765,1354,8174,9072944.6
1334,30925,22,1,0,69,9,5,2016,0,1,7245,8335,142,0,2,9968,6698,5435,4581,1952,7889,3104280.6
1335,1042,85,1,0,84,4,6,2009,1,0,7325,3923,375,0,8,5684,8759,2607,927,1543,8031,116146.9
1336,60396,100,1,1,59,1,10,2000,1,1,6596,9739,257,0,1,8569,1233,4737,2677,3335,9253,6047863.2
1337,35821,5,1,1,64,4,3,2013,0,1,9502,3132,912,0,10,5046,5647,9274,6249,792,7267,3589966.3
1338,69945,4,1,1,37,6,9,2014,0,0,6291,5290,224,0,4,960,9037,1653,9379,3288,4179,6998212.4
1339,18019,4,1,0,26,8,7,2000,0,0,8005,710,497,0,4,4166,8759,9719,3468,5513,2785,1804873.1
